URL,리뷰내용,업소명
https://m.place.naver.com/restaurant/93245461/review/visitor,맛있어욘,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"양도 적당하고
샐러드, 샌드위치 모두 맛있어요",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,오랜만에..... 맛있겠다♡♡♡♡♡,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,쿠폰 모으기 힘들다.. ㅎㅎ,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,든든하고 너무 맛있어요~,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,항상 배달 시키다가 와서 포장 주문 합니다^^ 먹물 바질 맛있어요!!,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,맛잇어요 !,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,맛이따🥹,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"혼카 하기엔 어수선한 부분이 있으나, 치아바타 식감이 이토록 바삭하다니 . 놀랍습니다! 현장에서 바로 먹어야 맛있습니다! 와 .. 다음에 다시도전!
그리고 바질이 진짜 수제라고 했는데.....완전 진하네요!!!",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,굿,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"재방문했어요~
먹물 파니니 샌드위치 주문했습니다 :)
잠깐 뵈었지만 샌드위치 만드시는 사장님? 직원분이 정말 친절하시고 좋으시더라구요♡
또 올게요~",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,샌드위치 정말 맛있어요!! 특히 빵이!!,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"샌드위치만 자주 먹었는데 이번에는 유린기샐러드파스타와 새우필라프 먹어봤어요~
새우필라프는 기대를 많이 안했는데 엄청 맛있었어요!!
유린기 맛있었는데 샐러드파스타는 뭔가 심심하고 파스타 면 맛만 나서 아쉬웠어요~ 치즈, 토마토, 토마토소스가 들어가면 훨씬 맛있을 것 같았어요~!!",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"고은별♡ 이름도 예쁘고 음식도 맛있어요~!!
구운버섯야채샐러드 먹었어요~
신선한 아채랑 구운버섯의 조화가 일품입니다^ㅁ^ 구운버섯 크기도 크고 양도 많고!!
양파는 추가할 수도 있네요
오리엔탈소스도 쪼그만 미니미 소스통에 따로 주셔서 좋았어요♡
소스 맛도 최고!!
매장도 아기자기하고 넘 예쁘네요~
키오스크 주문이라 편하고요^-^/
다음에는 샌드위치 먹어보려구용",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"맛있어서 재방문 했습니다
블로그에도 올려보려고요ㅎㅎ",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,너무 맛있어요♡,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,맛있어요,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,쏘쏘,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,특별한 샐러드가 있는 곳,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,맛나거 재료 신선해요 ㅋ,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"샐러드 신선하고 맛있어요
사장님도 친절하시고, 메뉴도 다양해서 추천해요!",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,처음배달해서 먹어봤어요,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,너무 맛있어요,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,샌드위치 비싸긴 한데 맛읶어요,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"바질불고기 샌드위치 먹었는데 맛있었어요!
빵도 진짜 바삭하고 좋았어요☺️",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"가격이 조금 있는편
재료가신선해요",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,가족이 그렇게 추천을 해서 먹어봤는데 너무너무 맛있네요…❤️,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,굿!,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,가끔 방문해요,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,너무너무 맛있어요,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,맛있어요♡,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,.,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"아침에 근처 카센터에 차 맡기고
커피랑 간단한 샐러드빵 먹었어요
커피 맛있고 감자샐러드빵 3천원밖에
안하는데 맛있어요^^",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,한끼식사로 든든해여,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,커피 맛있어요!,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,샌드위치 믿고 먹습니다,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,유자 초코 얼그레이 마카롱 샀는데 꼬끄가 변했어요.,고은별
https://m.place.naver.com/restaurant/1104788445/review/visitor,"고기 얇고 커서 좋음
육수가 맛있음
다데기가 잘 어울림
김치종류나 매콤반찬 중 찰떡같은거 하나만 있음 완벽스",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"만두 사진이 없네요ㅠㅠ
기본 곰탕도 얼큰한 홍곰탕도 시원하고 살코기 고기가 넉넉하게 들어있어 방문할 때 마다 몸보신하고 갑니다. 청양고추 다대기와 깍두기는 입맛을 돋게하구요.
냉제육과 만두도 진짜 맛있어요.
만두..수제 만두 인가요? 사진에 미친자가 사진도 못찍고 흡입했잖아요....
속재료 평범한데 육즙도있고 알찹니다.",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"맛있는 맑은 돼지 곰탕입니다
국물과 밥이 잘 어울립니다
고기 밥 국물을 동시에 먹어도 맛있구요
고기 위에 새우젓 고추 양념 올려먹어도 좋습니다
국물이 약간 간간한 듯 하지만 마지막 까지 짜지 않은 맛을 유지합니다
세트메뉴로 함께한 제육도 고기는 따뜻하고 채소는 시원 새콤 매콤한 훌륭한 맛입니다
서울 시내 유명 곰탕집과 견주어도 손색이 없네요
메뉴와 주류도 구성이 좋았습니다
김치 깍뚜기를 좀 더 크게 썰어 제공해주셨으면 합니다
잘 먹었습니다",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,따뜻한 곰탕 한 그릇 잘 먹었습니다 😋🥣,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"중곡동에 얼마전 이사온 중린인데 진짜 보석찾은 느낌이네요.
홍대에 작업실이 있어서 옥동식 자주 가는데, 솔찍히 국물 김칠맛이나 깔끔함이 여기가 더 나은거 같아요😄 고기양도 충분히 많고 토렴한 밥도 알알이 퍼져나가는게 국물과 너무 조화로웠습니다. 제육정식에 나온 제육무침은 고기도 두껍고 새콤달콤한게 맛에 빈틈이 없네요. 사장님이 직접 먹는방법도 설명 해 주시는데 무슨 고급 레스토랑에 온줄!
작업실 근처에서 이제 밥 안먹고 여기서 먹어야 할듯,
저에게 감동을 주신 사장님! 우리 동네에서 오래오래 성업하시옵소서 🙏",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,시장국밥과는 다른 깔끔하고 특별한 맛... 요즘같은 국밥 만원 시대에 가성비도 이정도면 훌륭합니다ㅠ.ㅠ 직원분도 친절하시고 분위기도 좋네요 너무 맛있어서 거의 마시고 나왔네요😅 재방문 의사 100%,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"너무감사합니다
잘 이용하였습니다",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,곰탕 고소하고 맛있습니다. 직원들도 친절합니다.,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"외부에서 보이는 것과 다르게 매장안은 길어서
좌석도 많고 4인석 2인석 혼자 먹을수 있게 아주 잘 되어 있음. 매장도 청결하게 관리 잘 되어 있고.
음식은 진짜 깔끔하게 맛있음. 건강한 맛.
뜨겁지 않은 국물로 나오자 마자 원샷 가능!",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"곰곰탕 너무 좋아요 :-)
자랑스러운 동네 맛집ㅎㅎ",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,이전하고 집에서 더 멀어졌지만 그래도 방문하는 곳 ㅎㅎ 매운맛은 처음 시켰는데 생각보다 진짜 매우니 맵찔이들은 기본맛으로 드세요! 그래두 맛있음,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,국물이 깔끔한 곰탕으로 맛있고 비빔국수도 양념이 너무 맛있어요 남자들이 먹기는 양이 좀 작지만 여자들한텐 적당합니다 강추합니다,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"곰곰탕 먹었어요. 맑은 국물. 뽀얀 색깔 넓고 얇은 고기. 흰 쌀밥. 쫑쫑쫑 썰어 올린 파. 후추는 셀프. 다릿살이라 그런지 심하게 기름지지는 않아요. 돼지 냄새도 잘 모르겠고. 국밥 먹으면 맨날 입안 다 까지는데, 이 집은 처음부터 너무 뜨겁지 않고 적당히 따듯하네요. 파는 음식 치고 짜지 않고, 맛이며 식감이며 거슬리는 것 없이 자극이 적은 느낌. 어린이도 잘 먹을 것 같고, 컨디션 안 좋을 때도 술술 들어갈 듯해요. 배추김치 무김치 주십니다. 달큰하고 맛있어요. 제 입에는 조금 더 매웠으면 완벽했을 거예요.

바테이블 8~12석? 일반테이블 4~5석? 정도 규모. 넓고 개방적인 느낌보다는 아담하고 아늑한 느낌. 불편할만큼 좁지는 않아요. 홀 직원 분이 상냥하고 친절하셔서 편하게 기분좋게 머물렀습니다.",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,이사하기 전에 몇번 갔구 더 멀어졌지만 여름에 또 찾아가서 먹을만큼 진짜 맛나요ㅠㅠ!! 호불호없을 맛! 가서 완탕❤️ 설거지하고 와씀다,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,곰탕이 이렇게 깔끔하고 단백하다니. 너무 맛있어요.,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,비빔국수 시원하고 달콤하고 맛있어요! 더운 여름에 추천합니다! 직원분들도 친절합니다.,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"자극적이지 않은 곰탕맛, 달짝한 수육무침
강한 맛을 싫어하는 사람들이 좋아하는 맛
자극적인 입맛이신 분에겐 호불호 갈릴 듯
해장용 소주안주맛 아님 🙂🙂🙂🫥
(곰탕1인세트)",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"대박 맛있네 이집
제육무침을 수육고기로 무치신건지 야들쫀득이고 초 맛이 강하지 않아 제 입에 딱이에요
돼지곰탕에 칼칼함을 더한 게 홍곰탕인데 둘 다 텁텁함 없이 깔끔하네요

맛있게 잘먹었습니다😭곧 또 갈게요!",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,비빔면 맛있습니다! 더운날 먹기도 찰떡입니다. 시원하고 상큼합니다.,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"너무 깔끔한 곰탕집..💕
맑으면서도 진한 국물 맛이 정말 취향저격이에요...
같이 있는 밥도 고슬고슬
고기도 야들야들 얇아 부드러워서 좋았어요
너무 맛있게 먹었던 한끼 !!🤤💕",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"너무너무 맛있어요 ㅠㅠ
요즘 뭘 먹으려면 최소 만원 이만원인데 너무 가성비 있고 맛있습니다
혼밥하기도 좋은 자리도 마련되어있고
간단히 혼술을 하기도 좋게 잔술까지 있어
너무 좋았습니다
공기밥이 요즘 이삼천원이 기본인데
오백원이라니ㅜ 너무 남는게 없으실텐데
짱이에요ㅜㅜ
셋이서 거의 모든메뉴를 시켰는데
사만원도 안나왔습니다ㅎ
다들 제발 꼭꼭 가보세용
짱입니다 ❤️❤️❤️❤️❤️❤️",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,맛있어요 친절하세요,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"아이 먹이려고 갔는데 너무 맛있었어요
저희 아이가 먹더니 너무 맛있다고 매일 먹고싶다네요
건강해 보이고 가격대도 합리적이라고 생각 합니다
자주 갈 것 같아요 :)",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,비빔면 맛있어요~ 식당도 깨끗하고 종업원들도 친절하십니다,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"돼지곰탕을 sns로만 봐서 궁금했었는데
마침 ‘곰곰탕’ 발견
퇴근 후 바로 가서 먹고왔습니다
육수 좋고 밥 좋고 한그릇 싹 비우고왔네요
든든하게 잘먹었습미다!",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,곰탕 맛나요 저렴해요 다만 깍두기와 김치가 맛없어요 사장님은 깍두기와 김치를 맛나데 하시면 더 좋을 것 같아요,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"중곡역 가면 여기 꼭 먹어야함
여자사장님 넘나 친절하고 예쁘시고 천사 그자체",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"깔끔한데 진하고 국물끝까지 다 마시게 되는 맛!
제육무침 꼭 드세요!!!",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"감사합니다
잘이용하였습니다",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,굿,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,여기 너무 맛있어요 양도 많고 정갈해서 집밥먹는 느낌들아 좋았어요 번창하세요 :),곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,좋아요,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"파견나와서 처음 먹은 점심인데 먹고나서 괜찮은 동네구나 생각했습니다😁

홍곰탕에 고추다대기 넣어서 먹었는데 적당히 얼큰하게 맵고, 얇게 썰린 고기가 들어가서 국물이 잘 배어있는게 오히려 더 좋았던 것 같아요👍🏻👍🏻",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,모든 음식이 깔끔하고 정갈하고 맛있었습니다. 잘 먹었습니다.,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"곰곰탕도 홍곰탕도 너무 맛있어요. 같이 나오는 고추 다대기 넣어 먹으면 깔끔하고 따끈하고 해장 완료 되어버리는 맛!
토렴을 해주시는데 제 기준 양이 작습니다. 그래서 공깃밥을 추가해먹는데.. 국수 사리가 있으면 좋을거같아요.
국수면과 육수가 정말 잘 어울릴거같아요.
개인적으로 비빔국수는 별로였고 제육 무침이 더 맛있었습니다.",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"이전하고 처음 포장해왔어요!
국물이 역시 끝내주네요🤤 오늘도 잘 먹었습니다",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,맛있어요,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"해장엔 곰곰탕
매운 홍곰탕도 좋아하지만 어제 고생한 위를 위해 곰곰탕 특으로 먹었습니다.
토렴으로 나오는 국밥들은 밥이 너구리 솜사탕처럼 금방 사라져 밥을 추가 해야하는 어쩔수없은 일이 생기지만 오히려 맛있게 잘먹었어요.
역시 국밥은 따끈하고 든든한 맛!",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"항상 맛있어요!!
추천합니다!
사장님과 직원분들도 항상 친철하십니다~!
종종 오는곳이고, 재방문 할겁니다!",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"퇴근하고 집가는 길에 혼밥하기 좋아요
매장이 깔끔하고 조용해요 ~
무엇보다,,
곰탕이 너무 맛있어요!!",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,고기선도가 조금 아쉽습니다,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,광진구 중곡동의 자랑! 새롭게 이전하고나서 맛이 더 좋아진것 같아요~,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,이사 후 우연히 찾았는데 정말 맛있어요. 다음날 또 와서 먹음. 광화문국밥 국밥보다 훨 맛나요. 깔끔함,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"맑은 국물 먹고 싶으신 분들 여기로 오세요

중곡역에서도 가깝고 차량은 맞은편 공용에 주차하면 편해요

토렴도 제대로 해주시고 젊은 사장님 내공이 느껴지네요👍

동네 혼밥하기도 좋게 자리도 넓어요😁

국물 깔끔해요~

재방문 의사💯

또 올께요🙋‍♂️",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,기름이 쫙팬 돼지곰탕 깔끔한맛~,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,국물이 얼큰하고 맛있어요,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"진짜 웬만해서는 리뷰 안 남기는데 여기 존맛탱입니다.
지난 번 성수동에 미슐랭 선정된 곰탕 집 있다해서 갔다가 실망했는데
여기가 진짜 찐 미슐랭 선정돼야 할 곳입니다

가게 앞이 수목으로 덮여서 가게인지도 몰랐는데
더 유명해져야 됩니다.
백종원도 울고갈 맛

신기하게 계속 생각나요
내일또가려구요",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"곰곰탕 추천! 오픈하고 자주 갔었는데 이사 때문에 너무 오랜만에 방문 했네요. 😊 여전히 맛있고 친절합니다.
오늘도 아이랑 중곡문화체육센터+도서관+곰곰탕= 토요일 조합입니다. 아이가 둘이라 사진은 못찍었습니다 ㅋㅋㅋ저희는 곰곰탕에 무조건 1인 제육무침 필수로 먹습니다. ❤️❤️ 강추",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,곰탕 깔끔하게 맛있어용,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,뜨끈한 곰탕 존맛탱,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"서울에 사신다면 지하철 타고 와볼 만한 좋은 곰탕입니다
김치도 맛있고 곁들이 만두도 훌륭합니다.",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"돼지국밥을 곰곰탕이라는것 같은데
의외로 담백한게 맛있어요.
자주 올것 같네요.",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,국물 깔끔하고 맛있어요! 청주 잔술 한잔에 뜨끈한 국밥 한입하면 크으으..! 무릉도원이에요🍶,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,곰탕 담백하고 구수하고 맛있습니다. 직원 분들도 친절합니다.,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"두번째 방문. 중곡동 오면 방문하게되는곳
깔끔하고 맛있어요",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,양 푸짐하고 맛있어요 고기냄새도 거의 안나고 깔끔하게 맛있습니다! 제육무침이 맛도리네요 잔술 한두잔 하는게 너무 맛있습니다ㅎㅎ 동네에 괜찮은 밥집이 별로 없다 생각했는데 장사 더 잘되어서 오래 영업하셨으면 좋겠네요!!,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,네번째인가~ 그래요! 올때마다 더 맛있어지는 거 같아요! 만두도 넘 맛나는데 4개짜리두 있었으면 조켓어용,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,고기도 부드럽고 국물이 깔끔하고 시원해요~ 소주 부르는 맛입니다,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,일반으로 먹었는에 양이 적은편인지 배가 많이 고팟었는지 헛헛했지만 맛은 괜찮았어요.,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,음식 맛있고 깔끔하게 세팅되어나와서 좋아요💛,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"매장이 엄청 깔끔하고 가격도 저렴해요
외곽에 잇어서 그렇지 시장근처였으면
여기 사람엄청날 것 같은 맛집🧡

더워서 비빔국수먹었는데 고기도 많고 매우 만족
다음엔 수육에 곰곰탕 비빔 이렇게 시켜서 먹으려고함",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"만두도 찍었는데 없어졌네여…
신라면도 매워하는 맵찔이지만
매워도 맛있고 상큼하게 매워서 좋았어요!!! 시원하구 고기도 낭낭하고
육수…? 곰탕일까요 따끈하니 맛있었고
만두도 맛 괜찮습니당

번창하세여!!!",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"진짜 사장님께서 오래오래오래오래 영업 해주셨으면 좋겠어요…. 🐾

이직한 동료들이 정말 그리워 하는 곰곰탕… 🐾

몸 으슬할때 제일 먼저 생각나는 곰곰탕 … 🐾",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"맛있어요!!
곰탕 먹고 싶을 땐 여기로 오면 되겠네요 ㅎ",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"아니..집 근처에 이렇게 맛있는 곰탕집이 있었다니...🫨💫..국물이 아주 그냥...깔끔+시원 그!자!체!입니다..차갑게 나오는 제육무침 고거 참...👍🤦‍♂️ 곰탕이랑 맛 조합이 참 좋더군요..마치 곰탕에 돼지고기로 만든 깍두기를 먹는 것같은 느,,낌~? 사장님도 착하시구 매장도 깨끗하구..곰탕도 맛있고...이런데 잘 안되면 안 되지요..부자되세요!!❤️‍🔥 정말 잘 먹었습니다~",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,곰곰탕에 올려진 수육이 완젼 부드럽고 맛있어요~,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,ㅇㅅㅇ,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"처음 가봤는데 들어가자마자 매장이 깔끔하고 주인분도 엄청 청결유지하시는게 보여서 믿음이 갔어요ㅎㅎ
남편이랑 제육세트 곰곰탕 먹었는데 넘 맛있었어요 얇게 썬 고기도 넘 제 스타일 ㅎㅎ


고추다대기인가? 그게 신의 한수! 넘 매력적이더라구요
자주올게요 없어지면 안돼요!! ㅜㅜ",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,곰곰탕 깔끔해요! 흥해라~~,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,곰탕이 진짜 깔끔하고 담백 그 자체네요. 토렴해서 나오는데 맛있어요. 1인 수육이랑 제육도 먹었는데. 5천원에 대만족입니다.,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,냄새 안나고 맛이 깔끔하고 맛있어요!,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"깔끔해요
반찬 배추김치가 맛있었는데 없어졌네요",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,혼밥하기 정말 좋아요.,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,동네 맛집을 이제서야 알게 되었어요 ㅠㅠ 너무나 맛있습니다. 가격도 가격이지만 맛이 진짜 엄마 생각나요 ㅠ 강추!,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"오늘은 배고파서 사진을 찍지 못했어요 ㅠㅠ
여기 정말 맛있습니다. 제육도 일반 제육이랑 달라요 별미!",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"마늘향이 엄청 진해요!
고기 맛있네요",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,홍곰탕도 얼큰하고 맛있어요!! 존맛,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"너무 맛있었어요 가게도 엄청 깨끗하고 조용하니 좋아요
저녁시간 손님이 거의 없었는데 왜 손님이 적은지 도무지 이해 안갈 정도였으며 굉장히 상식적인 가격에 엄청나게 맛있는 집이었어요
돼지곰탕이지만 곰탕국물은 명동의 모 곰탕집처럼 감칠맛이 엄청났습니다. 만두도 같이 주문해서 건더기와 밥 다 건져먹고 만두 넣고 만둣국처럼 먹어도 참 맛있었네요
줄서도 이상하지 않을 맛과 가격이라 생각합니다
주차는 길 건너 중곡문화체육센터 주차장 치고 오면 1시간 무료로 주차할수 있더라고요 만차일 경우 주차는 불가하니 이후로는 알아서 해결해야할 문제인것같고, 암튼 유명해지기전에 자주 와보아야할집이 맞는거같습니다
잘먹었습니다",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"기대 없이 들어갔다가 정말 맛있게 먹고 나왔습니다. 돼지 곰탕, 제육무침 다 맛있었어요!",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,국물 좋아요,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"가게 청결하구 직원분도 친절하구
음식도 깔끔하고 너무 맛있어요!!👍",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,깔끔한 맛👍,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,국물이 시원해요,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,국물이 담백하고 맛있어요,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"남자친구 동네에 되게 좋아하던 카페가 있었는데 그 가게 대신 새로 생긴거 같더라구요 좋아하던 카페가 사라진거라 아쉬워하면서 새로 생긴 가게 음식맛은 어떨지 우연히 방문해본건데 진짜 맛있고 음식이 정말로,, 고급집니다
조리하시는 사장님이 젊으신데도 음식에 진심인게 보였어요 가격 엄청 저렴하던데 음식 퀄리티랑 맛이 너무 좋더라구요
그 전에 이 자리에 카페하시던 사장님도 커피장인 느낌이었는데 이번에 새로 생긴 곰탕집 젊은 사장님도 뭔가 요리장인 느낌이 나서 음식 다먹고 나가면서 남친이랑 우스갯소리로 이 자리는 장인들만 계시는 장소같다고 했을 정도로 음식이 너무 괜찮았어요 ㅎㅎㅎ
곰탕이랑 비빔국수 먹었는데 둘 다 맛있었고 가게 내부도 깔끔하니 좋아서 동네 방문할때 또 방문할게용 ^^",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,숙주들어가면 더 맛있을거같아요!,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"퇴근하고 혼밥 했는데 너어무 맛있었어요 ~~~~!
비빔냉면에 더 가까운..? 맛인데 고기랑 같이 먹으니까 댑악 맛있음 ! 가게도 깔끔하고 같이 주신 국물도 맛있드라구요 ㅎㅎ 다음엔 곰탕 먹어볼게요",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,깔끔하고 맛있어요,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,춥고 뭔가 컨디션 떨어지는 날에 먹으면 맘속까지 든든하고 따뜻한 곳이에요! 오늘도 친절하시고 오늘도 맛있었어요:) 식당가서 김치 잘 안먹는 편인데 싹싹 비우고 나왔어요!! 홍곰탕도 나온다고해서 기대중입니다!! 애들 데리고 온 가족팀이 그릇깨트리고 하는데 인상한번 안쓰시고 치워주시더라고요🥲 고생이 많으세요!!,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,맛있어요. 깔끔한 맛입니다.,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,음식이 깔끔해서 좋아요,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,"색다른 음식이라 고민하다 갔는데..고기비빔국수라 잘먹고왔습니다.
특곰탕 포장해왔는데..양이 적어보이는데
끓이면 적은양이 아니라는데..한번 먹어봐야겠어요",곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,국물이 느끼하지 않고 깔끔해서 좋아요!🙂,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,매콤하고 좋아요,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,곰탕이 깔끔한 맛집입니다.,곰곰탕
https://m.place.naver.com/restaurant/1104788445/review/visitor,곰곰탕 맛있게 먹느라 사진을 못 찍었네용~~ 매장이 청결하고 정갈하니 맛있어용!!!,곰곰탕
