위치,업소명,리뷰
서울 광진구 자양로 306 1층,아차산통갈비탕,갈비고기는 괜찮았는데 아롱사태고기는 묵은내가 나서 먹기 거북했습니다...
서울 광진구 자양로 306 1층,아차산통갈비탕,"아이가 감기가 걸려서 포장 주문 하면서 깍두기를 좀 더 줄 수 있는지 부탁드렸다가 거지 취급 당했습니다.. 
와이프한테 얘기 듣고 너무 화가 납니다.
너무 기분이 나빠서 여종업원 과 사장이랑는 여자분과도 통화 했는데 역쉬나 너무 무성의한 대답만 들어서 더 화가 납니다 접기"
서울 광진구 자양로 306 1층,아차산통갈비탕,"배민으로만 시켜먹다가 오늘은 가서 포장해 왔습니다. 특갈비탕이 15,000원에 왕갈비 3대. 국물도 푸짐하고 깍뚜기도 맛있고 친절하심."
서울 광진구 자양로 306 1층,아차산통갈비탕,안경 아줌마 극불친절
서울 광진구 자양로 306 1층,아차산통갈비탕,"특아롱사태갈비탕

요새 어디가서 갈비탕 하나먹으면 1.4만에 고기쬐금붙은 갈비두대 나오는데, 이곳은 많이 다르네요.

갈비도 전체적으로 고기가 붙어있어서 양이 푸짐합니다. 특아롱사태 먹었더니, 양이 많은편인데도 배부르네요. 양껏 먹고싶으신분들께 강추입니다.
돼지롭게 잘먹었습니다.

위치가 후미진곳이라 그것한가지가 안타깝네요. 접기"
서울 광진구 천호대로 675,북창동 은이네,"장터국밥에 고기가 많아요. 국물도 괜찬은편.
김치랑 깍뚜기는 별로에요"
서울 광진구 천호대로 675,북창동 은이네,"9500원 소고기 해장국 건더기는 많은 편이지만
싸구려 뒷고기만 잔뜩 들어감
국물맛도 해장국이라 하기엔 많이 부족한맛 마트 육개장에 조미료 친맛인듯 해장국집 김치가 쉬어빠진 깍두기라 기본부터가 안됨 국물 조금만 더달라 했더니 2,000원 추가라함 서비스도 꽝
전체적으로 돈이 많이 아까운집  접기"
서울 광진구 천호대로 675,북창동 은이네,"양선지해장국은 괜찮은데 수육국밥은 그냥 그래요
건더기는 많아서 좋았어요 친절하세요
점심때 갔는데 등산갔다온 단체손님들이 많었어요 
너무너무 시끄러워서 대화불가였어요 접기"
서울 광진구 천호대로 675,북창동 은이네,"일단 국밥은 고기가 진짜 많이 들어있고 맛있음!!
그리고 직원분들 다 엄청 친절하심
손님들 왕창 몰리는 시간에 갔는데
바빠서 정신없는 와중에도 계속 친절히 인사하시고 응대하심
더 잘되시면 좋겠네요 접기"
서울 광진구 천호대로 675,북창동 은이네,장터국밥 맛있어요
서울 광진구 천호대로 675,북창동 은이네,무려 12시간이 넘는 지옥같은 금식(*건강검진)의 출구에서 북창동은이네장터국밥이 한줄기 빛처럼 날 기다리고 있었다. 특 수육국밥의 맑은 국물 아래서 고기는 자가증식이라도 하듯 끝없이 건져졌다(*사실 끝은 있었음). 사투 끝 부풀어오른 내 뱃속에 든 것은 단순한 국밥이 아닌 벅차오르는 만족감이었다. 접기
서울 광진구 천호대로 675,북창동 은이네,점장님 직원분들 모두 친절하시고 맛이 좋아요
서울 광진구 자양로 265,아차산면옥,"맛있다고 가끔 당근에 올라오길래 망향 가려다가 일부러 가서 먹어봤는데..
전골. 냉면 맛은 평타인데. 
일하시는 아짐 태도가 영..
앉으면서 조금있다가 밑반찬 김치 내주시면서.
김치는 한번만 나와요. 더 못드려요.
하시길래.. 배추값비싼건 아는데 어서오시라는 인사 하기도 전에 더 달라지도 않을 김치는 더이상 안줘요. 이러니까 입맛 떨어지게 하시네요.  깍뚜기는 쓴맛나고..
불러도 인상쓰고있고..
대충 먹고 면 사리를 끓이려고 전골 육수좀 더 주세요 그랬더니.. 궁시렁궁시렁.. 국물도 많이 준건데 더달라고 한다고 중얼중얼..
재방문 의사 없음.을 외치게 하시네요. 
다시는 안갑니다 접기"
서울 광진구 자양로 265,아차산면옥,냉면은 계절이 겨울이라 안한다해서 만두전골을 주문했는데 맛있었어요 냉면 시작할때쯤 다시 가 보고 싶네요
서울 광진구 자양로 265,아차산면옥,"요즘 냉면은 안 파시고, 메인 메뉴가 냉면이 아닌 만두전골인 곳입니다. 만두 2인 기준으로도 8개 들어가있어서 푸짐하고 고기도 정말 맛있어요! 마지막에 국수까지 넣으면 정말 배불러서 점심 식사로 딱이에요 ㅋㅋ"
서울 광진구 자양로 265,아차산면옥,"만두전골 인생맛집.
직접 만드신 손만두. 만두피가 쫄깃함.
국물 시원 칼칼. 

먹어본 만두전골중에 1등임.
 접기"
서울 광진구 자양로 265,아차산면옥,"만두뚝배기 그냥 그랫어요
가격도 올랏어요"
서울 광진구 자양로 265,아차산면옥,"만두전골 2인
맛있게 먹었습니다 만두가 맛나네요"
서울 광진구 자양로 265,아차산면옥,"뚝배기는 비 엄청 오던 날, 배가 많이 고픈 상태에서 먹었는 데도 좀 별로 였는데, 만두전골은 고기 양이 적고 질긴편이고 만두도 내가 좋아하는 타입이 아니었지만 국물이 개운해서 은근 맛있네요."
서울 광진구 광나루로 508 1층 참이맛감자탕 구의점,참이맛감자탕 구의점,"감자탕은 무난함
볶음밥이 별로여서 별3개 드립니다"
서울 광진구 광나루로 508 1층 참이맛감자탕 구의점,참이맛감자탕 구의점,"뼈해장국 맛은 괜찮아요
그런데 적어요...적다 ...
재방문 의사는 없어요"
서울 광진구 광나루로 508 1층 참이맛감자탕 구의점,참이맛감자탕 구의점,주말 바쁜시간에 홀에 사람은 한분이고 감자탕 소짜 시켰는데 15분넘게 지체되어 나왔으며 폭염에 더운자리로 손님들을 유도하는건 최악이네요 맛은 뭐 프렌차이즈 맛입니다.
서울 광진구 광나루로 508 1층 참이맛감자탕 구의점,참이맛감자탕 구의점,"감자탕 넘 맛있어요.
뼈도 대박 크고 살이많음"
서울 광진구 광나루로 508 1층 참이맛감자탕 구의점,참이맛감자탕 구의점,뼈해장국 포장해서 먹고 설사 화장실 7번째 갔다왔습니다..
서울 광진구 광나루로 508 1층 참이맛감자탕 구의점,참이맛감자탕 구의점,배달했습니다. 맛 괜찮았습니다
서울 광진구 광나루로 508 1층 참이맛감자탕 구의점,참이맛감자탕 구의점,"광진구 감자탕 맛집
입니다
청결하고 체인점 이지만

체인점 같지 않은
점입니다
 접기"
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,"대공원 놀러왔다 들르기 좋은곳, 깔끔하고 자리가 많아서 웨이팅있어도 금방 들어가는 듯 합니다
냉면은 무난한 맛이고, 갈비탕은 고기가 적네요 ㅜ
젊은 여직원분 친절했습니다 접기"
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,갈비탕 국물이 깔끔하고 반찬이 정갈합나다.
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,"여기 맛이 바뀌었네요..예전에 이렇게 맵지않았는데...
회냉면은 괜찮은데...
뚝불도 괜찮은데..."
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,"내 인생냉면집이였는데 맛이 너무 변함
만두도 맛은 있는데 좀 변한 것 같아요...........
이 맛이 아닌데........."
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,우연히 도착했는데 음식이 정말 맛있었어요.
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,무난무난한 냉면 맛입니다. 같이 나오는 김치도 맛있고 냉면이 특출난 것은 아니지만 가끔 생각나는 맛이네요.
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,"아줌마들 너무 불친절함...
예약손님 한꺼번에 안온다고 자기네들끼리 욕함..."
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,주차도 식사하면 2시간 무료임.맛은 예전맛 그대로 맛남. 석쇠불고기가 빨리떨어져서 아쉬움
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,면발이 얇은 게 부드럽게 꿀떡꿀떡 넘어가서 맛나다
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,"갈비탕 국물 맛도 밍밍하고 별로 맛 없어요
냉면도 심심하고..?? 재방문 의사 없음"
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,주차도 편하고 갈비찜 진짜 부드럽고 맛있어요><
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,전에는 괜찮았는데 가격이 올라서 이 가격에는 별로
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,비냉 맛있어요!! 같이 주는 육수도 맛있구! 근데 점점 냉면 값도 오르고 어느 순간부터는 갑자기 주차비를 받기 시작했어요… 차 갖고 돌아다니다 집에 올 때 자주 들렸었는데 요즘은 지다가다 잘 안 들리게 되더라구요ㅠㅠ
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,맛도 갠춘 회전율도 빠르고 ㅋㅋ 어린이 대공원 갔을때 가족끼리 가서 먹기 좋은곳!
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,"메뉴 시킨지 한참 지났는데
우리보다 늦게 온 테이블에 먼저 음식이 나오고
말할때까지 깜깜 무소식 ..
참.. 접기"
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,"여기 예전엔 주차비 안받다가 지금은 주차비를 왜 받는거죠??
포장을 해가서 몰랐는데,,
음식 먹으러와서 주차장에 주차하고 음식 먹는건데,,,
은근히 장사 좀 된다고 주차비를 따로 받다니....이해안감..
냉면 생각나서 가는곳이었는데,, 이젠 다른데 가야겠네요.. 접기"
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,"냉면에 석쇠불고기 
가게가 깔끔하고 음식들이 다맛있어서 자주 찾게 됩니다 맛있게 잘먹었습니다"
서울 광진구 광나루로 456 (화양동),함흥본가면옥 건대점,만두와 회냉면 먹었는데 맛있게 먹었어요
서울 광진구 광나루로 344,청진동해장국,"포장하면 포장비천원추가 쳐받아먹더만
지금은 어떨라나  ㅋㅋ"
서울 광진구 광나루로 344,청진동해장국,가성비 좋아요
서울 광진구 광나루로 344,청진동해장국,뭐뭐 괜츈괜츈
서울 광진구 광나루로 344,청진동해장국,"맛은 그냥 평범합니다만 국에서
각다귀가 나왔네요."
서울 광진구 광나루로12길 5 2층,원조마포숯불갈비,오래된 시간은 존중받아야겠지만 오래됐다고 무조건 훌륭한 건 아니다. 끈적거리는 식탁 하나로 끝.
서울 광진구 광나루로12길 5 2층,원조마포숯불갈비,"우연히 방문한 식당인데 너무 맛있어서 놀랐습니다. 개업한지 오래된 식당인데도 불구하고 주방이 깨끗하고, 음식도 다 정갈해요. 엄마가 인정한 식당입니다. 이름 그대로 원조의 맛이에요"
서울 광진구 광나루로12길 5 2층,원조마포숯불갈비,노부부가 운영하시는 옛날 식당. 후한 별점을 드리고 싶지만 맛은 많이 아쉬웠습니다.
서울 광진구 광나루로12길 5 2층,원조마포숯불갈비,"별점보고는 손님이 많을거라 생각했는데 
손님이 1팀밖에 없어서 시원하고 조용하게 
식사했어요. 어른 두분이 써빙하셔서 괜스레 이것저것
말씀드리기가 좀 그랬는데 친절하십니다.
다만, 반찬들이 달아요. 덕분에 양배추,부추 샐러드 소스없이 많이 먹게 되네요. 가격, 그램수 적당한것 같습니다. 접기"
서울 광진구 광나루로12길 5 2층,원조마포숯불갈비,돼지갈비 연하고 입맛에 딱 맞았습니다 가성비도 좋아요 차돌된장찌개도 보통 고깃집 된찌가 아니라 달래 들어가는 그런 깊은 맛의 된찌!!!
서울 광진구 광나루로12길 5 2층,원조마포숯불갈비,"돼지갈비 진짜 맛있습니다ㅜㅋㅋㅋㅋ
돼지갈비는 이제 여기루!
반찬으로 나온 양념게장이랑 물냉 비냉 넘 맛있고
후식으로 나오는 요구르트까지 완벽합니다 ㅋㅋ 접기"
서울 광진구 광나루로12길 5 2층,원조마포숯불갈비,"양념갈비가 먹고싶어 방문했는데, 정말 최고의 선택이었습니다.
양념게장맛집으로 착각할 정도로 반찬으로 나온 게장도 맛있었고, 파절임도 일반 고깃집에서 나오는 방식(파+고추장)이 아닌 전통파절임이어서 매우 좋았습니다.
가격대비 고기양과 맛이 매우 뛰어나며, 후식 요구르트 서비스는 생각도 못했던 것이어서 가게밖으로 나갈때까지 매우 만족스러웠습니다.
재방문의사 매우 높으며, 사장님 가게 항상 번창하시길 바랍니다. 접기"
서울 광진구 광나루로12길 5 2층,원조마포숯불갈비,"어릴때부터 갔어요!! 
대성갈비 못지않게 정말 맛있어요!! 양념게장 진짜 맛있습니다. 골목사이에 있어서 찾기 힘들어서 아쉽지만 아는 사람만 아는 집이에요!!"
서울 광진구 광나루로12길 5 2층,원조마포숯불갈비,"27년째 단골집..
그때 그맛 그대로..
무조건 “돼지갈비” 강력 추천합니다~"
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,"적당히 먹기 좋아요
포장도 됨
맛있음"
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,부산에서도 이정도 국밥 찾기힘들거 같은데
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,맛있음
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,근처 일있어서 혼밥하는데 맛있었어욤
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,이근방 순댓국 중에서는 제일 맛있음!!
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,건대 숨은 국밥맛집입니다
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,고기도 부드럽고 국물맛도 좋은 숨은 맛집입니다. 얼마 전에 농민백암순대를 다녀와서 괜히 비교를 하게 되는데 여긴 웨이팅 없고 더 맛있는 곳입니다. 손님이 좀 더 많이 찾았으면 좋겠네요. 근처로 이사갈 예정이라 종종 찾아갈 것 같습니다.
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,너무맛있어요!! 사장님 친절하시고 취향대로 섞어먹을수 있는 양념종류 많구 오이고추 너무나 맛있어요.....ㅠㅠ건대에서 순대국 먹고싶으면 갑니다 참고로 아저씨들 많아요 아저씨들 많은곳이 찐 맛집인거 아시죠?
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,"고기도 많고 김치, 석박지 맛있어요. 내부가 깨끗해서 좋았습니다. 근데 내장에서 비린맛이 좀 났습니다. 한번 그러고 나니 또 가기 좀 그렇네요"
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,혼자 해장하러갔는데 양도 푸짐하고 국물도 맛있고 너무 만족스러웠어요. 내부가 깔끔해서 좋았어요.
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,"맛있어서 그냥 밥먹으로도 자주오는곳
소주에 머릿고기한접시 맛있어요"
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,"진심 건대에서 제일 맛있어요    
양도 많고 김치랑 깍두기도 직접 담은 맛
참고로 사진은 순대곱창국입니다"
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,비린내 없이 꺌끔 존맛
서울 광진구 동일로24길 63 1층 토종명품순대국,토종명품순대국,순대곱창국 먹음. 순대와 곱창의 양이 매우 혜자임. 다먹으면 정말 뜨끈하고 배부르고 난리남. 넣어서 먹는 양념도 넉넉하게 줘서 아주 맘에들었슴다
서울 광진구 동일로22길 100 1층 가마로,가마로,고기랑 묵사발 맛있게 먹다가 꼬불털 나와서 입맛 다떨어짐 직원에게 말하니 죄송하단 말 한마디 없이 묵사발 새로 갖다줌 위생 쓰레기에 대처도 쓰레기 음료수 조차도 환불 못받음 가지 마세요 ㅋㅋㅋ
서울 광진구 동일로22길 100 1층 가마로,가마로,걍 삼겹살
서울 광진구 동일로22길 100 1층 가마로,가마로,김치랑 고기 개 맛있게 먹다 벽 올려다 봤는데 보고 토할 뻔 했음… 난 무슨 할로윈 장식인 줄… 손님이 떡하니 보는 벽에 이정도 위생이면 주방은 말 안해도 비디오임.. 다신 못 가겠음 웩… 그래도 맛은 평타라 2점 준다
서울 광진구 동일로22길 100 1층 가마로,가마로,"직원들이 매우 불.친.절.하네요
일하기싫은티 팍팍내고 손님들한테 대하는 태도때문에 따지고싶을정도에요
손님들이 많지않았을때라서 바쁘지않았을텐데도 벨을 기본적으로 2-3번은 눌러줘야 직원이 오네요 전체 테이블의 3분의1정도밖에 안차있었는데ㅡㅡ
아래후기엔 구워줬다는데 저희테이블은 고기시킨거 불판에 올려주기만해서 저희가 구웠네요
다시는 절대로 안올겁니다 접기"
서울 광진구 동일로22길 100 1층 가마로,가마로,"단체예약해서 갔는데 사장인지 직원인지 남자분들 모두 매우 불친절함. 뭐 물어봐도 귀찮은티 팍팍내고 짜증냄
밥맛 떨어짐 구워주는게 좋아서 몇번 갔었는데 다신 안갈듯"
서울 광진구 동일로22길 100 1층 가마로,가마로,맛있어용ㅎㅎ
서울 광진구 동일로22길 100 1층 가마로,가마로,맛있어요!!
서울 광진구 동일로22길 100 1층 가마로,가마로,"맛있게 잘먹었어용
건대쪽에 생각보다 김치삼겹 먹을만한 곳이없더군요 
남자친구랑 보통 고기는 3인분 부터 시작하는데 
요기선 그냥 김치삼겹2인에 밥 두공기햇는데 
주워먹을게 많아서 그런가 배불러서 밥냄겻어영 
아래 반찬 재활용한다는 리뷰보고 갈까말까고민했는데 
주인이 바뀐건가싶은정도로 그런 더러운 점은 못느꺘습니다~ 접기"
서울 광진구 동일로22길 100 1층 가마로,가마로,반찬 재활용합니다.. 위생상태엉망이네요..
서울 광진구 동일로20길 106 1동 1층 104호,고향순대국,광진구 국밥 맛집
서울 광진구 동일로20길 106 1동 1층 104호,고향순대국,"별 이상한 주인장 다봤네요
제정신이 아닌듯....
다시는 안가요
사장아줌마가 성격이 파탄이신것 같아요
순대국에서 손톱?뼈?같은  이물질나와서 나름예의있게 말씀드렸더니 
이런거 하나하나 어떻게 신경쓰면서 만드냐고 짜증내시네요...

양많고 나름 맛집이래서 들렀는데
삶은고기덩이 담은 쟁반도 바닥에있고
위생상태도의심 되긴하네요...

 접기"
서울 광진구 동일로20길 106 1동 1층 104호,고향순대국,"진짜 너무 맛있당
술국이랑 다른메뉴도 다음에 도전해봐야지"
서울 광진구 동일로20길 106 1동 1층 104호,고향순대국,"가격도 가격이지만 양과 맛은 아주 좋음.
특히 밑반찬은 사장님이 매일 장보시고 만드시는거고 아주 기가막힘.
그래도 하나의 단점이라면 돼지 누린내가 좀 있고 가게에 누린내가 좀 퍼져서 처음 접하시는 분들은 살짝 아니다 할 수 있음. 허나 중독되면 그런것도 장점임.ㅎ 접기"
서울 광진구 동일로20길 106 1동 1층 104호,고향순대국,이 집 맛집입니다. 고기도 듬뿍 ^^
서울 광진구 동일로20길 106 1동 1층 104호,고향순대국,순대국 8천원에 양 푸짐해요 비린내 없이 맛좋아요
서울 광진구 동일로20길 106 1동 1층 104호,고향순대국,나만 알고 싶은 맛집 ㅋㅋ
서울 광진구 동일로20길 106 1동 1층 104호,고향순대국,인생 순대국집
서울 광진구 뚝섬로30길 45 이동왕갈비,이동왕갈비,냉면 속여서 장사하는 곳. 단골관리 잘못하는 곳
서울 광진구 뚝섬로30길 45 이동왕갈비,이동왕갈비,"사장님때문에 밥먹고 나와서 남편이랑 크게 싸웠네요. 일단 처음부터 친절하지도 않으셨고 고기맛은 나쁘지 않아서 먹고 있었어요. 분명 고기를 시키면 당연히 후식냉면을 시키죠. 근데 계산할때보니 식사냉면시켰다고 계속 우기시면서 식사냉면값을 받네요. 냉면 사이즈는 터무니없이 작았는데요. 
장사를 그렇게 하지 마세요 접기"
서울 광진구 뚝섬로30길 45 이동왕갈비,이동왕갈비,김치가맛있다
서울 광진구 뚝섬로30길 45 이동왕갈비,이동왕갈비,"돼지갈비 둘, 물냉 하나, 비냉 하나
냉면이 특히나 맛있었어요😋"
서울 광진구 뚝섬로30길 45 이동왕갈비,이동왕갈비,여기 차돌이 진짜 핵존맛
서울 광진구 뚝섬로30길 45 이동왕갈비,이동왕갈비,갈비탕 예술입니다.
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,"청결, 친절 그리고 맛있음"
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,"2025.01.24 비빔냉면
슴슴한 양념맛이 일품이나 고춧가루와 면에서 오는 텁텁한 뒷맛이 아쉬움."
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,징짜 맛있어용 격일에 한번 생각나여
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,"냉면집이여서 냉면은 당연히 너무 맛있어요!
고기도 너무맛있게먹구 된장찌개도 진짜 ㅠㅠ 반찬도 짜지 않아서 너무 잘먹고 갑니다!
담엔 만두도 먹으러 올게요 :) 접기"
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,"냉면도 갈비도 여기가 진짜 맛집

물냉면 육수는 깊은 맛이나서 고깃국 먹는 기분이고
여기 갈비도 정말 맛있습니다

주인분이 전라도쪽 분이신지
메뉴에 홍어도 있고 밑반찬에 갓김치도 있고
음식도 냉면을 제외하고는 간이 좀 있는 편인데
맛있게 간이 있어서 너무 좋네요

사장님도 친절하시고 음식도 정말 맛있습니다 접기"
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,"주 2회 왔음 냉면 맛있고(면 좀굵지만 진짜맛있음) 갈비탕 먹었는데 진심 지금까지 먹은 갈비탕중  고기 제일맛남
2주만에 단골됨
조만간 돼지갈비먹으러와야지 동네에 이런 맛집이!
브레이크타임도없다 접기"
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,"올라가있는 회가 다른데보다 진짜 맛있어요 ㅋㅋ
면은 오장동 스타일이라서 꼬돌꼬돌하고 
양도 적지 않은 편입니다
육수도 짭쪼름해서 좋아요
사모님도 기분좋게 친절하십니다! 접기"
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,돼지갈비에 회냉면은 아주 훌륭한 조합입니다.
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,"냉면 전문점인데 돼지갈비도 맛있다 해서 처음으로 들렸어요

직접 만드신 듯한 반찬도 훌륭하고 맛있더라구요 특히 취나물! 그냥 밥에다 비벼먹어도 감칠맛 나고 정말 맛있게 먹었어요

냉면은 제 입맛에는 안맞았나봐요 면이 통통 튀는 그런? 면이더라구요

하지만 서빙하시는 아주머님이 너무 친절하셔서 기분좋게 먹고 나왔습니다

다음에 또 방문 예정 접기"
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,돼지갈비에 회냉면 꼭 드세요
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,"회냉면 사리 추가해서 먹었습니다. 함흥냉면은 고구마 전분을 사용해서 만들기 때문에 적절히 배합해서 만드는 게 중요합니다. 이 가게의 냉면은 최상의 배합을 통해 면의 식감과 맛을 제대로 살렸습니다! 추가적으로 기본 양념으로 비벼서 드시다가 설탕, 양념장, 겨자, 식초를 넣어서 먹는 것도 추천하고 싶습니다! 먹는 재미를 느낄 수 있는 그런 곳이기 때문입니다. 앞으로 함흥냉면의 기준은 이곳이 될 것 같습니다.  접기"
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,진짜 맛있어요 양념장도 맛있어요 심지어 엄청 친절하세요 ㅠㅠ
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,회냉면 먹었는데 참기름 향이 고소하게 올라오고 딱 맛있게 매콤 달콤해요 자주 갈듯
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,육수가 정말 최곱니다 최근 먹어본 물냉면 중에서 제일 맛있었음
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,고기랑 곁들여 먹는 참나물이 대존맛
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,최고.
서울 광진구 자양번영로 67 1층 신창면옥,신창면옥,"냉면 we’re delicious. The owner is so 
kind. Service is quick and nice. I warmly recommend !"
서울 광진구 자양번영로 15,아우네우리돼지생고기전문점,여기 뭔데 이르케 맛있지...
서울 광진구 자양번영로 15,아우네우리돼지생고기전문점,"몇년째 단골식당
추천해도 욕먹지않을만한 식당입니다
가게가 화려하진않지만
동네맛집의 고정단골이 많은 식당입니다
고기도 맛나고 반찬도 나무랄데없습니다
강추~~~삼겹살  접기"
서울 광진구 자양번영로 15,아우네우리돼지생고기전문점,여긴 나만 알고싶은 찐 맛집..
서울 광진구 자양번영로 15,아우네우리돼지생고기전문점,넘 맛있어용ㅎㅎ 반찬중에 나물무침? 이름 모르겠는데 넘 맛있어요 취저ㅜㅜ
서울 광진구 자양번영로 15,아우네우리돼지생고기전문점,무난히 맛있어요 !
서울 광진구 자양번영로 15,아우네우리돼지생고기전문점,"맛은 그저 그럼.
서비스가 아주 별로.. 벨도 없고 불러도 오지않고 말해도 대답도 안해줌.. 된장찌개는 고기 다 굽고나서 줌.... 맛이 뛰어난것도 아니라서 다른 서비스 좋은곳 가는게 나을듯.. 접기"
서울 광진구 자양번영로 15,아우네우리돼지생고기전문점,맛있어요!
서울 광진구 자양번영로 20 자양빌딩,늘봄참숯갈비,"갈비가 진짜 간도 삼삼하고 맛있습니다.
된장찌개는 좀 짠데 고깃집 된장치곤 중상급이고
나머진 평범합니다. 갈비 한번쯤 먹으러 올만 합니다"
서울 광진구 자양번영로 20 자양빌딩,늘봄참숯갈비,갈비 부드럽고 진짜 맛있어요. 반찬으로 나오는 양념게장도 최고! 된찌도 맛있어요ㅠㅠ 인생 고깃집
서울 광진구 자양로13길 52 1층,우리동네숯불갈비정육식당,"구의역 4번 출구에서 혜민병원 방향으로 5분이면 만날 수 있는 이곳은 동네 주민들의 입소문으로 유명해진 진짜 맛집이에요! 정육식당이라 신선한 고기는 기본, 깔끔한 인테리어와 넓은 테이블 배치로 편안한 식사를 즐길 수 있어요❤️

대표메뉴인 돼지 숯불갈비(250g/18,000원)는 두툼한 두께감과 숯불향이 어우러져 육즙이 가득! 한우차돌된장찌개와 솥밥(10,000원)은 구수한 맛에 밥알이 살아있는 솥밥까지 더해져서 환상의 조합이에요✨ 후식으로 즐기는 비빔냉면(6,000원)은 쫄깃한 면발에 매콤달콤한 양념이 입맛을 사로잡아요!

정육식당을 겸하다 보니 가성비 좋은 가격에 최상급 고기를 즐길 수 있고, 정성 가득한 밑반찬까지 푸짐하게 준비되어 있어요. 가족 모임부터 소규모 회식까지 어떤 자리에도 완벽! 구의역에서 맛있는 고기 먹고 싶다면 꼭 들러보세요😊 접기"
서울 광진구 자양로13길 52 1층,우리동네숯불갈비정육식당,가격도 괜찮고 고기가 일단 맛있어서 소주가 절로 들어가는 맛입니다!!! 구의동사시는 분들은 추천추천드려요!!
서울 광진구 자양로13길 52 1층,우리동네숯불갈비정육식당,걍 고기가 미쳤어요 솜사탕인줄 입에서 살살녹네요
서울 광진구 자양로13길 52 1층,우리동네숯불갈비정육식당,정육식당이라고 하지만 생각보다 가격이 비쌉니다. 맛은 무난하고 위생은 아쉽습니다.
서울 광진구 자양로13길 52 1층,우리동네숯불갈비정육식당,"1. 가격대비 양 적음
2. 서빙하는 사람이 그릇 내밀면서 ’잡아‘ 이렇게 반말
3. 바퀴벌레인지 왕 큰 벌레 바닥에 돌아다님
4. 상치울때 상 위에 쓰레기통 올려놓음
5. 쓰레기통이랑 쓰레기 만진 손 그대로 음식 서빙 접기"
서울 광진구 자양로13길 52 1층,우리동네숯불갈비정육식당,돼지갈비 짱 맛있어요..그리고 직원 분들이 손이 빠르셔서 편안하게 잘 식사했습니다 반찬 돌솥밥 냉면 다 맛있고 가게도 깨끗해서 앞으로 갈비 먹을 땐 이 집만 가려고용
서울 광진구 자양로13길 52 1층,우리동네숯불갈비정육식당,웬만하면 리뷰 안 남기는데 정말 맛있고 친절하세요 재방문 의사 많습니다
서울 광진구 자양로13길 52 1층,우리동네숯불갈비정육식당,넘 맛있고 친절… 그냥 지나가다가 들어갔는데 깜짝 놀랐어요ㅎㅎ 자주 가려구요
서울 광진구 자양로13길 60 1층,조현우국밥,"양도 푸짐하고 국물이 아주 깔끔합니다
인테리어도 센스있으시고~
조현우의 슈퍼세이브~"
